indicator,region,time,Val
total_population_10k_persons,Beijing,1997,1240
total_population_10k_persons,Beijing,1998,1246
total_population_10k_persons,Beijing,1999,1257
total_population_10k_persons,Beijing,2000,1363.6
total_population_10k_persons,Beijing,2001,1385.1
total_population_10k_persons,Beijing,2002,1423.2
total_population_10k_persons,Beijing,2003,1456
total_population_10k_persons,Beijing,2004,1493
total_population_10k_persons,Beijing,2005,1538
total_population_10k_persons,Beijing,2006,1601
total_population_10k_persons,Beijing,2007,1676
total_population_10k_persons,Beijing,2008,1771
total_population_10k_persons,Beijing,2009,1860
total_population_10k_persons,Beijing,2010,1962
total_population_10k_persons,Beijing,2011,2024
total_population_10k_persons,Beijing,2012,2078
total_population_10k_persons,Beijing,2013,2125
total_population_10k_persons,Beijing,2014,2171
total_population_10k_persons,Tianjin,1997,953
total_population_10k_persons,Tianjin,1998,957
total_population_10k_persons,Tianjin,1999,959
total_population_10k_persons,Tianjin,2000,1001
total_population_10k_persons,Tianjin,2001,1004
total_population_10k_persons,Tianjin,2002,1007
total_population_10k_persons,Tianjin,2003,1011
total_population_10k_persons,Tianjin,2004,1024
total_population_10k_persons,Tianjin,2005,1043
total_population_10k_persons,Tianjin,2006,1075
total_population_10k_persons,Tianjin,2007,1115
total_population_10k_persons,Tianjin,2008,1176
total_population_10k_persons,Tianjin,2009,1228
total_population_10k_persons,Tianjin,2010,1299
total_population_10k_persons,Tianjin,2011,1341
total_population_10k_persons,Tianjin,2012,1378
total_population_10k_persons,Tianjin,2013,1410
total_population_10k_persons,Tianjin,2014,1429
total_population_10k_persons,Hebei,1997,6525
total_population_10k_persons,Hebei,1998,6569
total_population_10k_persons,Hebei,1999,6614
total_population_10k_persons,Hebei,2000,6674
total_population_10k_persons,Hebei,2001,6699
total_population_10k_persons,Hebei,2002,6735
total_population_10k_persons,Hebei,2003,6769
total_population_10k_persons,Hebei,2004,6809
total_population_10k_persons,Hebei,2005,6851
total_population_10k_persons,Hebei,2006,6898
total_population_10k_persons,Hebei,2007,6943
total_population_10k_persons,Hebei,2008,6989
total_population_10k_persons,Hebei,2009,7034
total_population_10k_persons,Hebei,2010,7194
total_population_10k_persons,Hebei,2011,7232
total_population_10k_persons,Hebei,2012,7262
total_population_10k_persons,Hebei,2013,7288
total_population_10k_persons,Hebei,2014,7323
total_population_10k_persons,Shanxi,1997,3141
total_population_10k_persons,Shanxi,1998,3172
total_population_10k_persons,Shanxi,1999,3204
total_population_10k_persons,Shanxi,2000,3247
total_population_10k_persons,Shanxi,2001,3272
total_population_10k_persons,Shanxi,2002,3294
total_population_10k_persons,Shanxi,2003,3314
total_population_10k_persons,Shanxi,2004,3335
total_population_10k_persons,Shanxi,2005,3355
total_population_10k_persons,Shanxi,2006,3375
total_population_10k_persons,Shanxi,2007,3393
total_population_10k_persons,Shanxi,2008,3411
total_population_10k_persons,Shanxi,2009,3427
total_population_10k_persons,Shanxi,2010,3574
total_population_10k_persons,Shanxi,2011,3562
total_population_10k_persons,Shanxi,2012,3548
total_population_10k_persons,Shanxi,2013,3535
total_population_10k_persons,Shanxi,2014,3528
total_population_10k_persons,Inner Mongolia,1997,2326
total_population_10k_persons,Inner Mongolia,1998,2345
total_population_10k_persons,Inner Mongolia,1999,2362
total_population_10k_persons,Inner Mongolia,2000,2372
total_population_10k_persons,Inner Mongolia,2001,2381
total_population_10k_persons,Inner Mongolia,2002,2384
total_population_10k_persons,Inner Mongolia,2003,2386
total_population_10k_persons,Inner Mongolia,2004,2393
total_population_10k_persons,Inner Mongolia,2005,2403
total_population_10k_persons,Inner Mongolia,2006,2415
total_population_10k_persons,Inner Mongolia,2007,2429
total_population_10k_persons,Inner Mongolia,2008,2444
total_population_10k_persons,Inner Mongolia,2009,2458
total_population_10k_persons,Inner Mongolia,2010,2472
total_population_10k_persons,Inner Mongolia,2011,2470
total_population_10k_persons,Inner Mongolia,2012,2464
total_population_10k_persons,Inner Mongolia,2013,2455
total_population_10k_persons,Inner Mongolia,2014,2449
total_population_10k_persons,Liaoning,1997,4138
total_population_10k_persons,Liaoning,1998,4157
total_population_10k_persons,Liaoning,1999,4171
total_population_10k_persons,Liaoning,2000,4184
total_population_10k_persons,Liaoning,2001,4194
total_population_10k_persons,Liaoning,2002,4203
total_population_10k_persons,Liaoning,2003,4210
total_population_10k_persons,Liaoning,2004,4217
total_population_10k_persons,Liaoning,2005,4221
total_population_10k_persons,Liaoning,2006,4271
total_population_10k_persons,Liaoning,2007,4298
total_population_10k_persons,Liaoning,2008,4315
total_population_10k_persons,Liaoning,2009,4341
total_population_10k_persons,Liaoning,2010,4375
total_population_10k_persons,Liaoning,2011,4379
total_population_10k_persons,Liaoning,2012,4375
total_population_10k_persons,Liaoning,2013,4365
total_population_10k_persons,Liaoning,2014,4358
total_population_10k_persons,Jilin,1997,2628
total_population_10k_persons,Jilin,1998,2644
total_population_10k_persons,Jilin,1999,2658
total_population_10k_persons,Jilin,2000,2682
total_population_10k_persons,Jilin,2001,2691
total_population_10k_persons,Jilin,2002,2699
total_population_10k_persons,Jilin,2003,2704
total_population_10k_persons,Jilin,2004,2709
total_population_10k_persons,Jilin,2005,2716
total_population_10k_persons,Jilin,2006,2723
total_population_10k_persons,Jilin,2007,2730
total_population_10k_persons,Jilin,2008,2734
total_population_10k_persons,Jilin,2009,2740
total_population_10k_persons,Jilin,2010,2747
total_population_10k_persons,Jilin,2011,2725
total_population_10k_persons,Jilin,2012,2698
total_population_10k_persons,Jilin,2013,2668
total_population_10k_persons,Jilin,2014,2642
total_population_10k_persons,Heilongjiang,1997,3751
total_population_10k_persons,Heilongjiang,1998,3773
total_population_10k_persons,Heilongjiang,1999,3792
total_population_10k_persons,Heilongjiang,2000,3807
total_population_10k_persons,Heilongjiang,2001,3811
total_population_10k_persons,Heilongjiang,2002,3813
total_population_10k_persons,Heilongjiang,2003,3815
total_population_10k_persons,Heilongjiang,2004,3817
total_population_10k_persons,Heilongjiang,2005,3820
total_population_10k_persons,Heilongjiang,2006,3823
total_population_10k_persons,Heilongjiang,2007,3824
total_population_10k_persons,Heilongjiang,2008,3825
total_population_10k_persons,Heilongjiang,2009,3826
total_population_10k_persons,Heilongjiang,2010,3833
total_population_10k_persons,Heilongjiang,2011,3782
total_population_10k_persons,Heilongjiang,2012,3724
total_population_10k_persons,Heilongjiang,2013,3666
total_population_10k_persons,Heilongjiang,2014,3608
total_population_10k_persons,Shanghai,1997,1457
total_population_10k_persons,Shanghai,1998,1464
total_population_10k_persons,Shanghai,1999,1474
total_population_10k_persons,Shanghai,2000,1609
total_population_10k_persons,Shanghai,2001,1668
total_population_10k_persons,Shanghai,2002,1713
total_population_10k_persons,Shanghai,2003,1766
total_population_10k_persons,Shanghai,2004,1835
total_population_10k_persons,Shanghai,2005,1890
total_population_10k_persons,Shanghai,2006,1964
total_population_10k_persons,Shanghai,2007,2064
total_population_10k_persons,Shanghai,2008,2141
total_population_10k_persons,Shanghai,2009,2210
total_population_10k_persons,Shanghai,2010,2303
total_population_10k_persons,Shanghai,2011,2356
total_population_10k_persons,Shanghai,2012,2399
total_population_10k_persons,Shanghai,2013,2448
total_population_10k_persons,Shanghai,2014,2467
total_population_10k_persons,Jiangsu,1997,7148
total_population_10k_persons,Jiangsu,1998,7182
total_population_10k_persons,Jiangsu,1999,7213
total_population_10k_persons,Jiangsu,2000,7327
total_population_10k_persons,Jiangsu,2001,7359
total_population_10k_persons,Jiangsu,2002,7406
total_population_10k_persons,Jiangsu,2003,7458
total_population_10k_persons,Jiangsu,2004,7523
total_population_10k_persons,Jiangsu,2005,7588
total_population_10k_persons,Jiangsu,2006,7656
total_population_10k_persons,Jiangsu,2007,7723
total_population_10k_persons,Jiangsu,2008,7762
total_population_10k_persons,Jiangsu,2009,7810
total_population_10k_persons,Jiangsu,2010,7869
total_population_10k_persons,Jiangsu,2011,8023
total_population_10k_persons,Jiangsu,2012,8120
total_population_10k_persons,Jiangsu,2013,8192
total_population_10k_persons,Jiangsu,2014,8281
total_population_10k_persons,Zhejiang,1997,4435
total_population_10k_persons,Zhejiang,1998,4456
total_population_10k_persons,Zhejiang,1999,4475
total_population_10k_persons,Zhejiang,2000,4680
total_population_10k_persons,Zhejiang,2001,4729
total_population_10k_persons,Zhejiang,2002,4776
total_population_10k_persons,Zhejiang,2003,4857
total_population_10k_persons,Zhejiang,2004,4925
total_population_10k_persons,Zhejiang,2005,4991
total_population_10k_persons,Zhejiang,2006,5072
total_population_10k_persons,Zhejiang,2007,5155
total_population_10k_persons,Zhejiang,2008,5212
total_population_10k_persons,Zhejiang,2009,5276
total_population_10k_persons,Zhejiang,2010,5447
total_population_10k_persons,Zhejiang,2011,5570
total_population_10k_persons,Zhejiang,2012,5685
total_population_10k_persons,Zhejiang,2013,5784
total_population_10k_persons,Zhejiang,2014,5890
total_population_10k_persons,Anhui,1997,6127
total_population_10k_persons,Anhui,1998,6184
total_population_10k_persons,Anhui,1999,6237
total_population_10k_persons,Anhui,2000,6093
total_population_10k_persons,Anhui,2001,6128
total_population_10k_persons,Anhui,2002,6144
total_population_10k_persons,Anhui,2003,6163
total_population_10k_persons,Anhui,2004,6228
total_population_10k_persons,Anhui,2005,6120
total_population_10k_persons,Anhui,2006,6110
total_population_10k_persons,Anhui,2007,6118
total_population_10k_persons,Anhui,2008,6135
total_population_10k_persons,Anhui,2009,6131
total_population_10k_persons,Anhui,2010,5957
total_population_10k_persons,Anhui,2011,5972
total_population_10k_persons,Anhui,2012,5978
total_population_10k_persons,Anhui,2013,5988
total_population_10k_persons,Anhui,2014,5997
total_population_10k_persons,Fujian,1997,3282
total_population_10k_persons,Fujian,1998,3299
total_population_10k_persons,Fujian,1999,3316
total_population_10k_persons,Fujian,2000,3410
total_population_10k_persons,Fujian,2001,3445
total_population_10k_persons,Fujian,2002,3476
total_population_10k_persons,Fujian,2003,3502
total_population_10k_persons,Fujian,2004,3529
total_population_10k_persons,Fujian,2005,3557
total_population_10k_persons,Fujian,2006,3585
total_population_10k_persons,Fujian,2007,3612
total_population_10k_persons,Fujian,2008,3639
total_population_10k_persons,Fujian,2009,3666
total_population_10k_persons,Fujian,2010,3693
total_population_10k_persons,Fujian,2011,3784
total_population_10k_persons,Fujian,2012,3841
total_population_10k_persons,Fujian,2013,3885
total_population_10k_persons,Fujian,2014,3945
total_population_10k_persons,Jiangxi,1997,4150
total_population_10k_persons,Jiangxi,1998,4191
total_population_10k_persons,Jiangxi,1999,4231
total_population_10k_persons,Jiangxi,2000,4148.5
total_population_10k_persons,Jiangxi,2001,4185.8
total_population_10k_persons,Jiangxi,2002,4222.4
total_population_10k_persons,Jiangxi,2003,4254
total_population_10k_persons,Jiangxi,2004,4284
total_population_10k_persons,Jiangxi,2005,4311
total_population_10k_persons,Jiangxi,2006,4339
total_population_10k_persons,Jiangxi,2007,4368
total_population_10k_persons,Jiangxi,2008,4400
total_population_10k_persons,Jiangxi,2009,4432
total_population_10k_persons,Jiangxi,2010,4462
total_population_10k_persons,Jiangxi,2011,4474
total_population_10k_persons,Jiangxi,2012,4475
total_population_10k_persons,Jiangxi,2013,4476
total_population_10k_persons,Jiangxi,2014,4480
total_population_10k_persons,Shandong,1997,8785
total_population_10k_persons,Shandong,1998,8838
total_population_10k_persons,Shandong,1999,8883
total_population_10k_persons,Shandong,2000,8997
total_population_10k_persons,Shandong,2001,9041
total_population_10k_persons,Shandong,2002,9082
total_population_10k_persons,Shandong,2003,9125
total_population_10k_persons,Shandong,2004,9180
total_population_10k_persons,Shandong,2005,9248
total_population_10k_persons,Shandong,2006,9309
total_population_10k_persons,Shandong,2007,9367
total_population_10k_persons,Shandong,2008,9417
total_population_10k_persons,Shandong,2009,9470
total_population_10k_persons,Shandong,2010,9588
total_population_10k_persons,Shandong,2011,9665
total_population_10k_persons,Shandong,2012,9708
total_population_10k_persons,Shandong,2013,9746
total_population_10k_persons,Shandong,2014,9808
total_population_10k_persons,Henan,1997,9243
total_population_10k_persons,Henan,1998,9315
total_population_10k_persons,Henan,1999,9387
total_population_10k_persons,Henan,2000,9488
total_population_10k_persons,Henan,2001,9555
total_population_10k_persons,Henan,2002,9613
total_population_10k_persons,Henan,2003,9667
total_population_10k_persons,Henan,2004,9717
total_population_10k_persons,Henan,2005,9380
total_population_10k_persons,Henan,2006,9392
total_population_10k_persons,Henan,2007,9360
total_population_10k_persons,Henan,2008,9429
total_population_10k_persons,Henan,2009,9487
total_population_10k_persons,Henan,2010,9405
total_population_10k_persons,Henan,2011,9461
total_population_10k_persons,Henan,2012,9532
total_population_10k_persons,Henan,2013,9573
total_population_10k_persons,Henan,2014,9645
total_population_10k_persons,Hubei,1997,5873
total_population_10k_persons,Hubei,1998,5907
total_population_10k_persons,Hubei,1999,5938
total_population_10k_persons,Hubei,2000,5646
total_population_10k_persons,Hubei,2001,5658
total_population_10k_persons,Hubei,2002,5672
total_population_10k_persons,Hubei,2003,5685
total_population_10k_persons,Hubei,2004,5698
total_population_10k_persons,Hubei,2005,5710
total_population_10k_persons,Hubei,2006,5693
total_population_10k_persons,Hubei,2007,5699
total_population_10k_persons,Hubei,2008,5711
total_population_10k_persons,Hubei,2009,5720
total_population_10k_persons,Hubei,2010,5728
total_population_10k_persons,Hubei,2011,5760
total_population_10k_persons,Hubei,2012,5781
total_population_10k_persons,Hubei,2013,5798
total_population_10k_persons,Hubei,2014,5816
total_population_10k_persons,Hunan,1997,6465
total_population_10k_persons,Hunan,1998,6502
total_population_10k_persons,Hunan,1999,6532
total_population_10k_persons,Hunan,2000,6562
total_population_10k_persons,Hunan,2001,6596
total_population_10k_persons,Hunan,2002,6629
total_population_10k_persons,Hunan,2003,6663
total_population_10k_persons,Hunan,2004,6698
total_population_10k_persons,Hunan,2005,6326
total_population_10k_persons,Hunan,2006,6342
total_population_10k_persons,Hunan,2007,6355
total_population_10k_persons,Hunan,2008,6380
total_population_10k_persons,Hunan,2009,6406
total_population_10k_persons,Hunan,2010,6570
total_population_10k_persons,Hunan,2011,6581
total_population_10k_persons,Hunan,2012,6590
total_population_10k_persons,Hunan,2013,6600
total_population_10k_persons,Hunan,2014,6611
total_population_10k_persons,Guangdong,1997,7051
total_population_10k_persons,Guangdong,1998,7143
total_population_10k_persons,Guangdong,1999,7270
total_population_10k_persons,Guangdong,2000,8650.03
total_population_10k_persons,Guangdong,2001,8733.18
total_population_10k_persons,Guangdong,2002,8842.08
total_population_10k_persons,Guangdong,2003,8963
total_population_10k_persons,Guangdong,2004,9111
total_population_10k_persons,Guangdong,2005,9194
total_population_10k_persons,Guangdong,2006,9442
total_population_10k_persons,Guangdong,2007,9660
total_population_10k_persons,Guangdong,2008,9893
total_population_10k_persons,Guangdong,2009,10130
total_population_10k_persons,Guangdong,2010,10441
total_population_10k_persons,Guangdong,2011,10756
total_population_10k_persons,Guangdong,2012,11041
total_population_10k_persons,Guangdong,2013,11270
total_population_10k_persons,Guangdong,2014,11489
total_population_10k_persons,Guangxi,1997,4633
total_population_10k_persons,Guangxi,1998,4675
total_population_10k_persons,Guangxi,1999,4713
total_population_10k_persons,Guangxi,2000,4751
total_population_10k_persons,Guangxi,2001,4788
total_population_10k_persons,Guangxi,2002,4822
total_population_10k_persons,Guangxi,2003,4857
total_population_10k_persons,Guangxi,2004,4889
total_population_10k_persons,Guangxi,2005,4660
total_population_10k_persons,Guangxi,2006,4719
total_population_10k_persons,Guangxi,2007,4768
total_population_10k_persons,Guangxi,2008,4816
total_population_10k_persons,Guangxi,2009,4856
total_population_10k_persons,Guangxi,2010,4610
total_population_10k_persons,Guangxi,2011,4655
total_population_10k_persons,Guangxi,2012,4694
total_population_10k_persons,Guangxi,2013,4731
total_population_10k_persons,Guangxi,2014,4770
total_population_10k_persons,Hainan,1997,743
total_population_10k_persons,Hainan,1998,753
total_population_10k_persons,Hainan,1999,762
total_population_10k_persons,Hainan,2000,788.05
total_population_10k_persons,Hainan,2001,795.55
total_population_10k_persons,Hainan,2002,803.13
total_population_10k_persons,Hainan,2003,811
total_population_10k_persons,Hainan,2004,818
total_population_10k_persons,Hainan,2005,828
total_population_10k_persons,Hainan,2006,836
total_population_10k_persons,Hainan,2007,845
total_population_10k_persons,Hainan,2008,854
total_population_10k_persons,Hainan,2009,864
total_population_10k_persons,Hainan,2010,869
total_population_10k_persons,Hainan,2011,890
total_population_10k_persons,Hainan,2012,910
total_population_10k_persons,Hainan,2013,920
total_population_10k_persons,Hainan,2014,936
total_population_10k_persons,Chongqing,1997,3042
total_population_10k_persons,Chongqing,1998,3060
total_population_10k_persons,Chongqing,1999,3075
total_population_10k_persons,Chongqing,2000,2848.82
total_population_10k_persons,Chongqing,2001,2829.21
total_population_10k_persons,Chongqing,2002,2814.83
total_population_10k_persons,Chongqing,2003,2803
total_population_10k_persons,Chongqing,2004,2793
total_population_10k_persons,Chongqing,2005,2798
total_population_10k_persons,Chongqing,2006,2808
total_population_10k_persons,Chongqing,2007,2816
total_population_10k_persons,Chongqing,2008,2839
total_population_10k_persons,Chongqing,2009,2859
total_population_10k_persons,Chongqing,2010,2885
total_population_10k_persons,Chongqing,2011,2944
total_population_10k_persons,Chongqing,2012,2975
total_population_10k_persons,Chongqing,2013,3011
total_population_10k_persons,Chongqing,2014,3043
total_population_10k_persons,Sichuan,1997,8430
total_population_10k_persons,Sichuan,1998,8493
total_population_10k_persons,Sichuan,1999,8550
total_population_10k_persons,Sichuan,2000,8329
total_population_10k_persons,Sichuan,2001,8143
total_population_10k_persons,Sichuan,2002,8110
total_population_10k_persons,Sichuan,2003,8176
total_population_10k_persons,Sichuan,2004,8090
total_population_10k_persons,Sichuan,2005,8212
total_population_10k_persons,Sichuan,2006,8169
total_population_10k_persons,Sichuan,2007,8127
total_population_10k_persons,Sichuan,2008,8138
total_population_10k_persons,Sichuan,2009,8185
total_population_10k_persons,Sichuan,2010,8045
total_population_10k_persons,Sichuan,2011,8064
total_population_10k_persons,Sichuan,2012,8085
total_population_10k_persons,Sichuan,2013,8109
total_population_10k_persons,Sichuan,2014,8139
total_population_10k_persons,Guizhou,1997,3606
total_population_10k_persons,Guizhou,1998,3658
total_population_10k_persons,Guizhou,1999,3710
total_population_10k_persons,Guizhou,2000,3756
total_population_10k_persons,Guizhou,2001,3799
total_population_10k_persons,Guizhou,2002,3837
total_population_10k_persons,Guizhou,2003,3870
total_population_10k_persons,Guizhou,2004,3904
total_population_10k_persons,Guizhou,2005,3730
total_population_10k_persons,Guizhou,2006,3690
total_population_10k_persons,Guizhou,2007,3632
total_population_10k_persons,Guizhou,2008,3596
total_population_10k_persons,Guizhou,2009,3537
total_population_10k_persons,Guizhou,2010,3479
total_population_10k_persons,Guizhou,2011,3530
total_population_10k_persons,Guizhou,2012,3587
total_population_10k_persons,Guizhou,2013,3632
total_population_10k_persons,Guizhou,2014,3677
total_population_10k_persons,Yunnan,1997,4094
total_population_10k_persons,Yunnan,1998,4143.8
total_population_10k_persons,Yunnan,1999,4192.4
total_population_10k_persons,Yunnan,2000,4240.8
total_population_10k_persons,Yunnan,2001,4287.4
total_population_10k_persons,Yunnan,2002,4333.1
total_population_10k_persons,Yunnan,2003,4376
total_population_10k_persons,Yunnan,2004,4415
total_population_10k_persons,Yunnan,2005,4450
total_population_10k_persons,Yunnan,2006,4483
total_population_10k_persons,Yunnan,2007,4514
total_population_10k_persons,Yunnan,2008,4543
total_population_10k_persons,Yunnan,2009,4571
total_population_10k_persons,Yunnan,2010,4602
total_population_10k_persons,Yunnan,2011,4620
total_population_10k_persons,Yunnan,2012,4631
total_population_10k_persons,Yunnan,2013,4641
total_population_10k_persons,Yunnan,2014,4653
total_population_10k_persons,Tibet,1997,248
total_population_10k_persons,Tibet,1998,252
total_population_10k_persons,Tibet,1999,256
total_population_10k_persons,Tibet,2000,258
total_population_10k_persons,Tibet,2001,264
total_population_10k_persons,Tibet,2002,268
total_population_10k_persons,Tibet,2003,272
total_population_10k_persons,Tibet,2004,276
total_population_10k_persons,Tibet,2005,280
total_population_10k_persons,Tibet,2006,285
total_population_10k_persons,Tibet,2007,289
total_population_10k_persons,Tibet,2008,292
total_population_10k_persons,Tibet,2009,296
total_population_10k_persons,Tibet,2010,300
total_population_10k_persons,Tibet,2011,309
total_population_10k_persons,Tibet,2012,315
total_population_10k_persons,Tibet,2013,317
total_population_10k_persons,Tibet,2014,325
total_population_10k_persons,Shaanxi,1997,3570
total_population_10k_persons,Shaanxi,1998,3596
total_population_10k_persons,Shaanxi,1999,3618
total_population_10k_persons,Shaanxi,2000,3644
total_population_10k_persons,Shaanxi,2001,3653
total_population_10k_persons,Shaanxi,2002,3662
total_population_10k_persons,Shaanxi,2003,3672
total_population_10k_persons,Shaanxi,2004,3681
total_population_10k_persons,Shaanxi,2005,3690
total_population_10k_persons,Shaanxi,2006,3699
total_population_10k_persons,Shaanxi,2007,3708
total_population_10k_persons,Shaanxi,2008,3718
total_population_10k_persons,Shaanxi,2009,3727
total_population_10k_persons,Shaanxi,2010,3735
total_population_10k_persons,Shaanxi,2011,3765
total_population_10k_persons,Shaanxi,2012,3787
total_population_10k_persons,Shaanxi,2013,3804
total_population_10k_persons,Shaanxi,2014,3827
total_population_10k_persons,Gansu,1997,2494
total_population_10k_persons,Gansu,1998,2519
total_population_10k_persons,Gansu,1999,2543
total_population_10k_persons,Gansu,2000,2515
total_population_10k_persons,Gansu,2001,2523
total_population_10k_persons,Gansu,2002,2531
total_population_10k_persons,Gansu,2003,2537
total_population_10k_persons,Gansu,2004,2541
total_population_10k_persons,Gansu,2005,2545
total_population_10k_persons,Gansu,2006,2547
total_population_10k_persons,Gansu,2007,2548
total_population_10k_persons,Gansu,2008,2551
total_population_10k_persons,Gansu,2009,2555
total_population_10k_persons,Gansu,2010,2560
total_population_10k_persons,Gansu,2011,2552
total_population_10k_persons,Gansu,2012,2550
total_population_10k_persons,Gansu,2013,2537
total_population_10k_persons,Gansu,2014,2531
total_population_10k_persons,Qinghai,1997,495.6
total_population_10k_persons,Qinghai,1998,502.8
total_population_10k_persons,Qinghai,1999,509.8
total_population_10k_persons,Qinghai,2000,516.5
total_population_10k_persons,Qinghai,2001,523.1
total_population_10k_persons,Qinghai,2002,528.6
total_population_10k_persons,Qinghai,2003,534
total_population_10k_persons,Qinghai,2004,539
total_population_10k_persons,Qinghai,2005,543
total_population_10k_persons,Qinghai,2006,548
total_population_10k_persons,Qinghai,2007,552
total_population_10k_persons,Qinghai,2008,554
total_population_10k_persons,Qinghai,2009,557
total_population_10k_persons,Qinghai,2010,563
total_population_10k_persons,Qinghai,2011,568
total_population_10k_persons,Qinghai,2012,571
total_population_10k_persons,Qinghai,2013,571
total_population_10k_persons,Qinghai,2014,576
total_population_10k_persons,Ningxia,1997,530
total_population_10k_persons,Ningxia,1998,538
total_population_10k_persons,Ningxia,1999,543
total_population_10k_persons,Ningxia,2000,554
total_population_10k_persons,Ningxia,2001,563
total_population_10k_persons,Ningxia,2002,572
total_population_10k_persons,Ningxia,2003,580
total_population_10k_persons,Ningxia,2004,588
total_population_10k_persons,Ningxia,2005,596
total_population_10k_persons,Ningxia,2006,604
total_population_10k_persons,Ningxia,2007,610
total_population_10k_persons,Ningxia,2008,618
total_population_10k_persons,Ningxia,2009,625
total_population_10k_persons,Ningxia,2010,633
total_population_10k_persons,Ningxia,2011,648
total_population_10k_persons,Ningxia,2012,659
total_population_10k_persons,Ningxia,2013,666
total_population_10k_persons,Ningxia,2014,678
total_population_10k_persons,Xinjiang,1997,1718
total_population_10k_persons,Xinjiang,1998,1747
total_population_10k_persons,Xinjiang,1999,1774
total_population_10k_persons,Xinjiang,2000,1849
total_population_10k_persons,Xinjiang,2001,1876
total_population_10k_persons,Xinjiang,2002,1905
total_population_10k_persons,Xinjiang,2003,1934
total_population_10k_persons,Xinjiang,2004,1963
total_population_10k_persons,Xinjiang,2005,2010
total_population_10k_persons,Xinjiang,2006,2050
total_population_10k_persons,Xinjiang,2007,2095
total_population_10k_persons,Xinjiang,2008,2131
total_population_10k_persons,Xinjiang,2009,2159
total_population_10k_persons,Xinjiang,2010,2185
total_population_10k_persons,Xinjiang,2011,2225
total_population_10k_persons,Xinjiang,2012,2253
total_population_10k_persons,Xinjiang,2013,2285
total_population_10k_persons,Xinjiang,2014,2325
government_expenditure_100m_yuan,Beijing,1997,236.394
government_expenditure_100m_yuan,Beijing,1998,280.6827
government_expenditure_100m_yuan,Beijing,1999,355.1932
government_expenditure_100m_yuan,Beijing,2000,442.9969
government_expenditure_100m_yuan,Beijing,2001,559.1063
government_expenditure_100m_yuan,Beijing,2002,628.3496
government_expenditure_100m_yuan,Beijing,2003,734.8043
government_expenditure_100m_yuan,Beijing,2004,898.2756
government_expenditure_100m_yuan,Beijing,2005,1058.3114
government_expenditure_100m_yuan,Beijing,2006,1296.8389
government_expenditure_100m_yuan,Tianjin,1997,122.7843
government_expenditure_100m_yuan,Tianjin,1998,137.9265
government_expenditure_100m_yuan,Tianjin,1999,157.4122
government_expenditure_100m_yuan,Tianjin,2000,187.0521
government_expenditure_100m_yuan,Tianjin,2001,234.6673
government_expenditure_100m_yuan,Tianjin,2002,265.2103
government_expenditure_100m_yuan,Tianjin,2003,3120771
government_expenditure_100m_yuan,Tianjin,2004,375.0212
government_expenditure_100m_yuan,Tianjin,2005,442.1207
government_expenditure_100m_yuan,Tianjin,2006,543.1219
government_expenditure_100m_yuan,Hebei,1997,270.4603
government_expenditure_100m_yuan,Hebei,1998,301.5508
government_expenditure_100m_yuan,Hebei,1999,350.7969
government_expenditure_100m_yuan,Hebei,2000,415.5374
government_expenditure_100m_yuan,Hebei,2001,514.1754
government_expenditure_100m_yuan,Hebei,2002,576.5891
government_expenditure_100m_yuan,Hebei,2003,646.7439
government_expenditure_100m_yuan,Hebei,2004,785.5591
government_expenditure_100m_yuan,Hebei,2005,979.1635
government_expenditure_100m_yuan,Hebei,2006,1180.359
government_expenditure_100m_yuan,Shanxi,1997,143.5129
government_expenditure_100m_yuan,Shanxi,1998,164.4083
government_expenditure_100m_yuan,Shanxi,1999,185.3388
government_expenditure_100m_yuan,Shanxi,2000,225.0554
government_expenditure_100m_yuan,Shanxi,2001,289.5027
government_expenditure_100m_yuan,Shanxi,2002,334.2741
government_expenditure_100m_yuan,Shanxi,2003,415.6866
government_expenditure_100m_yuan,Shanxi,2004,519.0569
government_expenditure_100m_yuan,Shanxi,2005,668.7508
government_expenditure_100m_yuan,Shanxi,2006,915.5698
government_expenditure_100m_yuan,Inner Mongolia,1997,142.9118
government_expenditure_100m_yuan,Inner Mongolia,1998,170.3133
government_expenditure_100m_yuan,Inner Mongolia,1999,199.7964
government_expenditure_100m_yuan,Inner Mongolia,2000,247.2681
government_expenditure_100m_yuan,Inner Mongolia,2001,319.257
government_expenditure_100m_yuan,Inner Mongolia,2002,393.5743
government_expenditure_100m_yuan,Inner Mongolia,2003,447.2566
government_expenditure_100m_yuan,Inner Mongolia,2004,564.1117
government_expenditure_100m_yuan,Inner Mongolia,2005,681.8772
government_expenditure_100m_yuan,Inner Mongolia,2006,812.133
government_expenditure_100m_yuan,Liaoning,1997,340.6269
government_expenditure_100m_yuan,Liaoning,1998,390.2863
government_expenditure_100m_yuan,Liaoning,1999,457.9016
government_expenditure_100m_yuan,Liaoning,2000,518.0841
government_expenditure_100m_yuan,Liaoning,2001,635.4295
government_expenditure_100m_yuan,Liaoning,2002,690.9202
government_expenditure_100m_yuan,Liaoning,2003,784.3764
government_expenditure_100m_yuan,Liaoning,2004,931.3979
government_expenditure_100m_yuan,Liaoning,2005,1204.3636
government_expenditure_100m_yuan,Liaoning,2006,1422.7471
government_expenditure_100m_yuan,Jilin,1997,167.7548
government_expenditure_100m_yuan,Jilin,1998,190.0966
government_expenditure_100m_yuan,Jilin,1999,234.6231
